Symbol|Security Name|Market Category|Financial Status|Round Lot Size|ETF
EFSC|Enterprise Financial Services Corporation - Common Stock|Q|N|100|N
EFSCP|Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|100|N
EFSI|Eagle Financial Services Inc - Common Stock|S|N|100|N
EGAN|eGain Corporation - Common Stock|S|N|100|N
EGBN|Eagle Bancorp, Inc. - Common Stock|S|N|100|N
EGGQ|NestYield Visionary ETF|G|N|100|Y
EGHAU|EGH Acquisition Corp. - Unit|G|N|100|N
EGHT|8x8 Inc - Common stock|Q|N|100|N
EH|EHang Holdings Limited - ADS|G|N|100|N
EHGO|Eshallgo Inc. - Class A Ordinary Shares|S|N|100|N
EHLD|Euroholdings Ltd. - Common Stock|S|N|100|N
EHLS|Even Herd Long Short ETF|G|N|100|Y
EHTH|eHealth, Inc. - Common Stock|Q|N|100|N
EJH|E-Home Household Service Holdings Limited - Ordinary shares|S|N|100|N
EKG|First Trust Nasdaq Lux Digital Health Solutions ETF|G|N|100|Y
EKSO|Ekso Bionics Holdings, Inc. - Common Stock|S|N|100|N
ELAB|PMGC Holdings Inc. - Common Stock|S|N|100|N
ELBM|Electra Battery Materials Corporation - Common Stock|S|N|100|N
ELDN|Eledon Pharmaceuticals, Inc. - Common Stock|S|N|100|N
ELEV|Elevation Oncology, Inc. - Common stock|S|D|100|N
ELFY|ALPS Electrification Infrastructure ETF|G|N|100|Y
ELIL|Direxion Daily LLY Bull 2X Shares|G|N|100|Y
ELIS|Direxion Daily LLY Bear 1X Shares|G|N|100|Y
ELPW|Elong Power Holding Limited - Class A Ordinary Shares|G|N|100|N
ELSE|Electro-Sensors, Inc. - Common Stock|S|N|100|N
ELTK|Eltek Ltd. - Ordinary Shares|S|N|100|N
ELTX|Elicio Therapeutics, Inc. - Common Stock|S|N|100|N
ELUT|Elutia, Inc. - Class A Common Stock|S|N|100|N
ELVA|Electrovaya Inc. - Common Shares|S|N|100|N
ELVN|Enliven Therapeutics, Inc.  - Common Stock|Q|N|100|N
ELWS|Earlyworks Co., Ltd. - American Depositary Shares|S|D|100|N
EM|Smart Share Global Limited - American Depositary Shares|S|N|100|N
EMB|iShares J.P. Morgan USD Emerging Markets Bond ETF|G|N|100|Y
EMBC|Embecta Corp. - Common Stock|Q|N|100|N
EMCB|WisdomTree Emerging Markets Corporate Bond Fund|G|N|100|Y
EMCG|Embrace Change Acquisition Corp - Ordinary Shares|G|N|100|N
EMCGR|Embrace Change Acquisition Corp - Rights|G|N|100|N
EMCGU|Embrace Change Acquisition Corp - Units|G|N|100|N
EMCGW|Embrace Change Acquisition Corp - Warrants|G|N|100|N
EMEQ|Macquarie Focused Emerging Markets Equity ETF|G|N|100|Y
EMIF|iShares Emerging Markets Infrastructure ETF|G|N|100|Y
EML|Eastern Company (The) - Common Stock|G|N|100|N
EMXC|iShares MSCI Emerging Markets ex China ETF|G|N|100|Y
EMXF|iShares ESG Advanced MSCI EM ETF|G|N|100|Y
ENDW|Cambria Endowment Style ETF|G|N|100|Y
ENGN|enGene Holdings Inc. - Common Stock|S|N|100|N
ENGNW|enGene Holdings Inc. - Warrants|S|N|100|N
ENGS|Energys Group Limited - Ordinary Shares|S|N|100|N
ENLT|Enlight Renewable Energy Ltd. - Ordinary Shares|Q|N|100|N
ENLV|Enlivex Therapeutics Ltd. - Ordinary Shares|S|N|100|N
ENPH|Enphase Energy, Inc. - Common Stock|G|N|100|N
ENSC|Ensysce Biosciences, Inc. - Common Stock|S|N|100|N
ENSG|The Ensign Group, Inc. - Common Stock|Q|N|100|N
ENTA|Enanta Pharmaceuticals, Inc. - Common Stock|Q|N|100|N
ENTG|Entegris, Inc. - Common Stock|Q|N|100|N
ENTO|Entero Therapeutics Inc. - Common Stock|S|D|100|N
ENTX|Entera Bio Ltd. - Ordinary Shares|S|N|100|N
ENVB|Enveric Biosciences, Inc.  - Common Stock|S|N|100|N
ENVX|Enovix Corporation - Common Stock|Q|N|100|N
ENZL|iShares MSCI New Zealand ETF|G|N|100|Y
EOLS|Evolus, Inc. - Common Stock|G|N|100|N
EOSE|Eos Energy Enterprises, Inc. - Common Stock|S|N|100|N
EOSEW|Eos Energy Enterprises, Inc. - Warrant|S|N|100|N
EPIX|ESSA Pharma Inc. - Common Stock|S|N|100|N
EPOW|Sunrise New Energy Co., Ltd - Class A Ordinary Shares|S|N|100|N
EPRX|Eupraxia Pharmaceuticals Inc. - Common Stock|S|N|100|N
EPSM|Epsium Enterprise Limited - Ordinary Shares|S|N|100|N
EPSN|Epsilon Energy Ltd. - Common Shares|G|N|100|N
EPWK|EPWK Holdings Ltd. - Class A Ordinary Shares|G|N|100|N
EQ|Equillium, Inc. - Common Stock|S|D|100|N
EQIX|Equinix, Inc. - Common Stock|Q|N|100|N
EQRR|ProShares Equities for Rising Rates ETF|G|N|100|Y
ERAS|Erasca, Inc. - Common Stock|Q|N|100|N
ERET|iShares Environmentally Aware Real Estate ETF|G|N|100|Y
ERIC|Ericsson - American Depositary Shares each representing 1 underlying Class B share|Q|N|100|N
ERIE|Erie Indemnity Company - Class A Common Stock|Q|N|100|N
ERII|Energy Recovery, Inc. - Common Stock|Q|N|100|N
ERNA|Ernexa Therapeutics Inc. - Common Stock|S|D|100|N
ERNZ|TrueShares Active Yield ETF|G|N|100|Y
ESCA|Escalade, Incorporated - Common Stock|G|N|100|N
ESEA|Euroseas Ltd. - Common Stock|S|N|100|N
ESGD|iShares ESG Aware MSCI EAFE ETF|G|N|100|Y
ESGE|iShares ESG Aware MSCI EM ETF|G|N|100|Y
ESGL|ESGL Holdings Limited - Class A Ordinary Shares|S|N|100|N
ESGLW|ESGL Holdings Limited - Warrants|S|N|100|N
ESGR|Enstar Group Limited - Ordinary Shares|Q|N|100|N
ESGRO|Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E|Q|N|100|N
ESGRP|Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares|Q|N|100|N
ESGU|iShares ESG Aware MSCI USA ETF|G|N|100|Y
ESHA|ESH Acquisition Corp. - Class A Common Stock|G|D|100|N
ESHAR|ESH Acquisition Corp. - Right|G|D|100|N
ESLA|Estrella Immunopharma, Inc. - Common Stock|S|D|100|N
ESLAW|Estrella Immunopharma, Inc. - Warrant|S|N|100|N
ESLT|Elbit Systems Ltd. - Ordinary Shares|Q|N|100|N
ESMV|iShares ESG Optimized MSCI USA Min Vol Factor ETF|G|N|100|Y
ESN|Essential 40 Stock ETF|G|N|100|Y
ESOA|Energy Services of America Corporation - Common Stock|S|N|100|N
ESPO|VanEck Video Gaming and eSports ETF|G|N|100|Y
ESPR|Esperion Therapeutics, Inc. - Common Stock|G|N|100|N
ESQ|Esquire Financial Holdings, Inc. - Common Stock|S|N|100|N
ESSA|ESSA Bancorp, Inc. - common stock|Q|N|100|N
ESTA|Establishment Labs Holdings Inc. - Common Shares|S|N|100|N
ETEC|iShares Breakthrough Environmental Solutions ETF|G|N|100|Y
ETHA|iShares Ethereum Trust - iShares Ethereum Trust ETF|G|N|100|N
ETNB|89bio, Inc. - Common Stock|G|N|100|N
ETON|Eton Pharmaceuticals, Inc. - Common Stock|G|N|100|N
ETOR|eToro Group Ltd. - Class A Common Shares|Q|N|100|N
ETSY|Etsy, Inc. - Common Stock|Q|N|100|N
EU|enCore Energy Corp. - Common Stock|S|N|100|N
EUDA|Euda Health Holdings Limited - Ordinary Shares|S|N|100|N
EUDAW|Euda Health Holdings Limited - Warrant|S|N|100|N
EUFN|iShares MSCI Europe Financials ETF|G|N|100|Y
EURK|Eureka Acquisition Corp - Class A Ordinary Share|S|N|100|N
EURKR|Eureka Acquisition Corp - Right|S|N|100|N
EURKU|Eureka Acquisition Corp - Unit|S|N|100|N
EVAX|Evaxion A/S - American Depositary Share|S|N|100|N
EVCM|EverCommerce Inc. - Common Stock|Q|D|100|N
EVER|EverQuote, Inc. - Class A Common Stock|G|N|100|N
EVGN|Evogene Ltd. - Ordinary Shares|S|N|100|N
EVGO|EVgo Inc. - Common Stock|Q|N|100|N
EVGOW|EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50|Q|N|100|N
EVLV|Evolv Technologies Holdings, Inc. - Class A Common Stock|S|N|100|N
EVLVW|Evolv Technologies Holdings, Inc. - Warrant|S|N|100|N
EVMT|Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF|G|N|100|Y
EVO|Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share|Q|N|100|N
EVOK|Evoke Pharma, Inc. - Common Stock|S|N|100|N
EVRG|Evergy, Inc. - Common Stock|Q|N|100|N
EVSD|Eaton Vance Short Duration Income ETF|G|N|100|Y
EVTV|Envirotech Vehicles, Inc. - Common stock|S|D|100|N
EVYM|Eaton Vance High Income Municipal ETF|G|N|100|Y
EWBC|East West Bancorp, Inc. - Common Stock|Q|N|100|N
EWCZ|European Wax Center, Inc. - Class A Common Stock|Q|N|100|N
EWJV|iShares MSCI Japan Value ETF|G|N|100|Y
EWTX|Edgewise Therapeutics, Inc. - Common Stock|Q|N|100|N
EWZS|iShares MSCI Brazil Small-Cap ETF|G|N|100|Y
EXAS|Exact Sciences Corporation - Common Stock|S|N|100|N
EXC|Exelon Corporation - Common Stock|Q|N|100|N
EXE|Expand Energy Corporation - Common Stock|Q|N|100|N
EXEEL|Expand Energy Corporation - Class C Warrants|Q|N|100|N
EXEEW|Expand Energy Corporation - Class A Warrants|S|N|100|N
EXEEZ|Expand Energy Corporation - Class B Warrants|S|N|100|N
EXEL|Exelixis, Inc. - Common Stock|Q|N|100|N
EXFY|Expensify, Inc. - Class A Common Stock|Q|N|100|N
EXLS|ExlService Holdings, Inc. - Common Stock|Q|N|100|N
EXOZ|eXoZymes Inc. - Common Stock|S|N|100|N
EXPE|Expedia Group, Inc. - Common Stock|Q|N|100|N
EXPI|eXp World Holdings, Inc. - Common Stock|G|N|100|N
EXPO|Exponent, Inc. - Common Stock|Q|N|100|N
EXTR|Extreme Networks, Inc. - Common Stock|Q|N|100|N
EYE|National Vision Holdings, Inc. - Common Stock|Q|N|100|N
EYEG|AB Corporate Bond ETF|G|N|100|Y
EYEN|Eyenovia, Inc. - Common Stock|S|D|100|N
EYPT|EyePoint Pharmaceuticals, Inc. - Common Stock|G|N|100|N
EZGO|EZGO Technologies Ltd. - Ordinary Shares|S|D|100|N
EZPW|EZCORP, Inc. - Class A Non-Voting Common Stock|Q|N|100|N
FA|First Advantage Corporation - Common Stock|Q|N|100|N
FAAR|First Trust Alternative Absolute Return Strategy ETF|G|N|100|Y
FAAS|DigiAsia Corp. - Ordinary Shares|S|H|100|N
FAASW|DigiAsia Corp. - Warrant|S|H|100|N
FAB|First Trust Multi Cap Value AlphaDEX Fund|G|N|100|Y
FACT|FACT II Acquisition Corp. - Class A Ordinary Shares|G|N|100|N
FACTU|FACT II Acquisition Corp. - Unit|G|N|100|N
FACTW|FACT II Acquisition Corp. - Warrant|G|N|100|N
FAD|First Trust Multi Cap Growth AlphaDEX Fund|G|N|100|Y
FALN|iShares Fallen Angels USD Bond ETF|G|N|100|Y
FAMI|Farmmi, INC. - Ordinary Shares|S|N|100|N
FANG|Diamondback Energy, Inc. - Common Stock|Q|N|100|N
FARM|Farmer Brothers Company - Common Stock|Q|N|100|N
FARO|FARO Technologies, Inc. - Common Stock|Q|N|100|N
FAST|Fastenal Company - Common Stock|Q|N|100|N
FAT|FAT Brands Inc. - Common Stock|S|N|100|N
FATBB|FAT Brands Inc. - Class B Common Stock|S|N|100|N
FATBP|FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock|S|N|100|N
FATBW|FAT Brands Inc. - Warrant|S|N|100|N
FATE|Fate Therapeutics, Inc. - Common Stock|G|N|100|N
FATN|FatPipe, Inc. - common stock|S|N|100|N
FBGL|FBS Global Limited - Ordinary Shares|S|D|100|N
FBIO|Fortress Biotech, Inc. - Common Stock|S|N|100|N
FBIOP|Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock|S|N|100|N
FBIZ|First Business Financial Services, Inc. - Common Stock|Q|N|100|N
FBL|GraniteShares 2x Long META Daily ETF|G|N|100|Y
FBLA|FB Bancorp, Inc. - Common Stock|S|N|100|N
FBLG|FibroBiologics, Inc. - Common Stock|S|N|100|N
FBNC|First Bancorp - Common Stock|Q|N|100|N
FBOT|Fidelity Disruptive Automation ETF|G|N|100|Y
FBRX|Forte Biosciences, Inc.  - Common Stock|S|N|100|N
FBYD|Falcon's Beyond Global, Inc. - Class A Common Stock|G|N|100|N
FBYDW|Falcon's Beyond Global, Inc. - Warrants|S|N|100|N
FBZ|First Trust Brazil AlphaDEX Fund|G|N|100|Y
FCA|First Trust China AlphaDEX Fund|G|N|100|Y
FCAL|First Trust California Municipal High income ETF|G|N|100|Y
FCAP|First Capital, Inc. - Common Stock|S|N|100|N
FCBC|First Community Bankshares, Inc. - Common Stock|Q|N|100|N
FCCO|First Community Corporation - Common Stock|S|N|100|N
FCEF|First Trust Income Opportunities ETF|G|N|100|Y
FCEL|FuelCell Energy, Inc. - Common Stock|G|N|100|N
FCFS|FirstCash Holdings, Inc. - Common Stock|Q|N|100|N
FCNCA|First Citizens BancShares, Inc. - Class A Common Stock|Q|N|100|N
FCNCO|First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C|Q|N|100|N
FCNCP|First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|100|N
FCTE|SMI 3Fourteen Full-Cycle Trend ETF|G|N|100|Y
FCUV|Focus Universal Inc. - Common Stock|S|N|100|N
FCVT|First Trust SSI Strategic Convertible Securities ETF|G|N|100|Y
FDBC|Fidelity D & D Bancorp, Inc. - Common Stock|G|N|100|N
FDCF|Fidelity Disruptive Communications ETF|G|N|100|Y
FDFF|Fidelity Disruptive Finance ETF|G|N|100|Y
FDIF|Fidelity Disruptors ETF|G|N|100|Y
FDIG|Fidelity Crypto Industry and Digital Payments ETF|G|N|100|Y
FDIV|MarketDesk Focused U.S. Dividend ETF|G|N|100|Y
FDMT|4D Molecular Therapeutics, Inc. - Common Stock|Q|N|100|N
FDNI|First Trust Dow Jones International Internet ETF|G|N|100|Y
FDSB|Fifth District Bancorp, Inc. - Common Stock|S|N|100|N
FDT|First Trust Developed Markets Ex-US AlphaDEX Fund|G|N|100|Y
FDTS|First Trust Developed Markets ex-US Small Cap AlphaDEX Fund|G|N|100|Y
FDTX|Fidelity Disruptive Technology ETF|G|N|100|Y
FDUS|Fidus Investment Corporation - Closed End Fund|Q|N|100|N
FEAM|5E Advanced Materials, Inc. - Common Stock|Q|N|100|N
FEAT|YieldMax Dorsey Wright Featured 5 Income ETF|G|N|100|Y
FEBO|Fenbo Holdings Limited - Ordinary Shares|S|N|100|N
FEIM|Frequency Electronics, Inc. - Common Stock|G|N|100|N
FELE|Franklin Electric Co., Inc. - Common Stock|Q|N|100|N
FEM|First Trust Emerging Markets AlphaDEX Fund|G|N|100|Y
FEMB|First Trust Emerging Markets Local Currency Bond ETF|G|N|100|Y
FEMS|First Trust Emerging Markets Small Cap AlphaDEX Fund|G|N|100|Y
FEMY|Femasys Inc. - Common Stock|S|D|100|N
FENC|Fennec Pharmaceuticals Inc. - Common Stock|S|N|100|N
FEP|First Trust Europe AlphaDEX Fund|G|N|100|Y
FEPI|REX FANG & Innovation Equity Premium Income ETF|G|N|100|Y
FER|Ferrovial SE - Ordinary Shares|Q|N|100|N
FERA|Fifth Era Acquisition Corp I - Class A Ordinary Shares|G|N|100|N
FERAR|Fifth Era Acquisition Corp I - Rights|G|N|100|N
FERAU|Fifth Era Acquisition Corp I - Units|G|N|100|N
FEUZ|First Trust Eurozone AlphaDEX ETF|G|N|100|Y
FEX|First Trust Large Cap Core AlphaDEX Fund|G|N|100|Y
FFAI|Faraday Future Intelligent Electric Inc. - Class A Common Stock|S|N|100|N
FFAIW|Faraday Future Intelligent Electric Inc. - Warrant|S|N|100|N
FFBC|First Financial Bancorp. - Common Stock|Q|N|100|N
FFIC|Flushing Financial Corporation - Common Stock|Q|N|100|N
FFIN|First Financial Bankshares, Inc. - Common Stock|Q|N|100|N
FFIV|F5, Inc. - Common Stock|Q|N|100|N
FFUT|Fidelity Managed Futures ETF|G|N|100|Y
FGBI|First Guaranty Bancshares, Inc. - Common Stock|G|N|100|N
FGBIP|First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock|G|N|100|N
FGEN|FibroGen, Inc - Common Stock|Q|D|100|N
FGF|Fundamental Global Inc. - Common Stock|G|N|100|N
FGFPP|Fundamental Global Inc. - 8.00% Cumulative Series A Preferred Stock|G|N|100|N
FGI|FGI Industries Ltd. - Ordinary Shares|S|D|100|N
FGIWW|FGI Industries Ltd. - warrant|S|N|100|N
FGL|Founder Group Limited - Ordinary Shares|S|N|100|N
FGM|First Trust Germany AlphaDEX Fund|G|N|100|Y
FGMC|FG Merger II Corp. - Common stock|G|N|100|N
FGMCR|FG Merger II Corp. - Rights|G|N|100|N
FGMCU|FG Merger II Corp. - Unit|G|N|100|N
FHB|First Hawaiian, Inc. - Common Stock|Q|N|100|N
FHTX|Foghorn Therapeutics Inc. - Common Stock|G|D|100|N
FIBK|First Interstate BancSystem, Inc. - Common Stock|Q|N|100|N
FICS|First Trust International Developed Capital Strength ETF|G|N|100|Y
FID|First Trust S&P International Dividend Aristocrats ETF|G|N|100|Y
FINE|Themes European Luxury ETF|G|N|100|Y
FINW|FinWise Bancorp - Common Stock|G|N|100|N
FINX|Global X FinTech ETF|G|N|100|Y
FIP|FTAI Infrastructure Inc. - Common Stock|Q|N|100|N
FISI|Financial Institutions, Inc. - Common Stock|Q|N|100|N
FITB|Fifth Third Bancorp - Common Stock|Q|N|100|N
FITBI|Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I|Q|N|100|N
FITBO|Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K|Q|N|100|N
FITBP|Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A|Q|N|100|N
FIVE|Five Below, Inc. - Common Stock|Q|N|100|N
FIVN|Five9, Inc. - Common Stock|G|N|100|N
FIVY|YieldMax Dorsey Wright Hybrid 5 Income ETF|G|N|100|Y
FIXD|First Trust Smith Opportunistic Fixed Income ETF|G|N|100|Y
FIZZ|National Beverage Corp. - Common Stock|Q|N|100|N
FJP|First Trust Japan AlphaDEX Fund|G|N|100|Y
FKU|First Trust United Kingdom AlphaDEX Fund|G|N|100|Y
FKWL|Franklin Wireless Corp. - common stock|S|N|100|N
FLD|Fold Holdings, Inc. - Class A Common Stock|S|N|100|N
FLDB|Fidelity Low Duration Bond ETF|G|N|100|Y
FLDDW|Fold Holdings, Inc. - Warrant|S|N|100|N
FLEX|Flex Ltd. - Ordinary Shares|Q|N|100|N
FLGC|Flora Growth Corp. - Common Stock|S|D|100|N
FLGT|Fulgent Genetics, Inc. - Common Stock|G|N|100|N
FLL|Full House Resorts, Inc. - Common Stock|S|N|100|N
FLN|First Trust Latin America AlphaDEX Fund|G|N|100|Y
FLNC|Fluence Energy, Inc. - Class A Common Stock|Q|N|100|N
FLNT|Fluent, Inc. - Common Stock|S|N|100|N
FLUX|Flux Power Holdings, Inc. - Common Stock|S|D|100|N
FLWS|1-800-FLOWERS.COM, Inc. - Class A Common Stock|Q|N|100|N
FLX|BingEx Limited - American Depositary Shares|Q|N|100|N
FLXS|Flexsteel Industries, Inc. - Common Stock|Q|N|100|N
FLYE|Fly-E Group, Inc. - Common Stock|S|D|100|N
FLYW|Flywire Corporation - Voting Common Stock|Q|N|100|N
FMAO|Farmers & Merchants Bancorp, Inc. - Common Stock|S|N|100|N
FMB|First Trust Managed Municipal ETF|G|N|100|Y
FMBH|First Mid Bancshares, Inc. - Common Stock|G|N|100|N
FMED|Fidelity Disruptive Medicine ETF|G|N|100|Y
FMET|Fidelity Metaverse ETF|G|N|100|Y
FMHI|First Trust Municipal High Income ETF|G|N|100|Y
FMNB|Farmers National Banc Corp. - Common Stock|S|N|100|N
FMST|Foremost Clean Energy Ltd. - Common Shares|S|N|100|N
FMSTW|Foremost Clean Energy Ltd. - Warrant|S|N|100|N
FMTM|MarketDesk Focused U.S. Momentum ETF|G|N|100|Y
FMTO|Femto Technologies Inc. - Common Stock|S|D|100|N
FMUB|Fidelity Municipal Bond Opportunities ETF|G|N|100|Y
FMUN|Fidelity Systematic Municipal Bond Index ETF|G|N|100|Y
FNGR|FingerMotion, Inc. - common stock|S|N|100|N
FNK|First Trust Mid Cap Value AlphaDEX Fund|G|N|100|Y
FNKO|Funko, Inc. - Class A Common Stock|Q|N|100|N
FNLC|First Bancorp, Inc (ME) - Common Stock|Q|N|100|N
FNWB|First Northwest Bancorp - Common Stock|G|N|100|N
FNWD|Finward Bancorp - common stock|S|N|100|N
FNX|First Trust Mid Cap Core AlphaDEX Fund|G|N|100|Y
FNY|First Trust Mid Cap Growth AlphaDEX Fund|G|N|100|Y
FOLD|Amicus Therapeutics, Inc. - Common Stock|G|N|100|N
FONR|Fonar Corporation - Common Stock|S|N|100|N
FORA|Forian Inc. - Common Stock|S|N|100|N
FORD|Forward Industries, Inc. - Common Stock|S|N|100|N
FORL|Four Leaf Acquisition Corporation - Class A Common Stock|S|D|100|N
FORLU|Four Leaf Acquisition Corporation - Unit|S|D|100|N
FORLW|Four Leaf Acquisition Corporation - Warrants|S|D|100|N
FORM|FormFactor, Inc. - Common Stock|Q|N|100|N
FORR|Forrester Research, Inc. - Common Stock|Q|N|100|N
FORTY|Formula Systems (1985) Ltd. - American Depositary Shares|Q|N|100|N
FOSL|Fossil Group, Inc. - Common Stock|Q|N|100|N
FOSLL|Fossil Group, Inc. - 7% Senior Notes due 2026|Q|N|100|N
FOX|Fox Corporation - Class B Common Stock|Q|N|100|N
FOXA|Fox Corporation - Class A Common Stock|Q|N|100|N
FOXF|Fox Factory Holding Corp. - Common Stock|Q|N|100|N
FOXX|Foxx Development Holdings Inc. - Common Stock|S|N|100|N
FOXXW|Foxx Development Holdings Inc. - Warrant|S|N|100|N
FPA|First Trust Asia Pacific Ex-Japan AlphaDEX Fund|G|N|100|Y
FPAY|FlexShopper, Inc. - Common Stock|S|E|100|N
FPXE|First Trust IPOX Europe Equity Opportunities ETF|G|N|100|Y
FPXI|First Trust International Equity Opportunities ETF|G|N|100|Y
FRAF|Franklin Financial Services Corporation - Common Stock|S|N|100|N
FRBA|First Bank  - Common Stock|G|N|100|N
FRD|Friedman Industries Inc. - Common Stock|Q|N|100|N
FRGT|Freight Technologies, Inc. - Ordinary Shares|S|D|100|N
FRHC|Freedom Holding Corp. - Common Stock|S|N|100|N
FRME|First Merchants Corporation - Common Stock|Q|N|100|N
FRMEP|First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A|Q|N|100|N
FROG|JFrog Ltd. - Ordinary shares|Q|N|100|N
FRPH|FRP Holdings, Inc. - Common Stock|Q|N|100|N
FRPT|Freshpet, Inc. - Common Stock|G|N|100|N
FRSH|Freshworks Inc. - Class A Common Stock|Q|N|100|N
FRST|Primis Financial Corp. - Common Stock|G|N|100|N
FRSX|Foresight Autonomous Holdings Ltd. - American Depositary Shares|S|D|100|N
FSBC|Five Star Bancorp - Common Stock|Q|N|100|N
FSBW|FS Bancorp, Inc. - Common Stock|S|N|100|N
FSCS|First Trust SMID Capital Strength ETF|G|N|100|Y
FSEA|First Seacoast Bancorp, Inc. - Common Stock|S|N|100|N
FSFG|First Savings Financial Group, Inc. - Common Stock|S|N|100|N
FSGS|First Trust SMID Growth Strength ETF|G|N|100|Y
FSHP|Flag Ship Acquisition Corp. - Ordinary Shares|G|N|100|N
FSHPR|Flag Ship Acquisition Corp. - Right|G|N|100|N
FSHPU|Flag Ship Acquisition Corp. - Unit|G|N|100|N
FSLR|First Solar, Inc. - Common Stock|Q|N|100|N
FSTR|L.B. Foster Company - Common Stock|Q|N|100|N
FSUN|FirstSun Capital Bancorp - Common Stock|Q|N|100|N
FSV|FirstService Corporation - Common Shares|Q|N|100|N
FSZ|First Trust Switzerland AlphaDEX Fund|G|N|100|Y
FTA|First Trust Large Cap Value AlphaDEX Fund|G|N|100|Y
FTAG|First Trust Indxx Global Agriculture ETF|G|N|100|Y
FTAI|FTAI Aviation Ltd. - Common Stock|Q|N|100|N
FTAIM|FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares|Q|N|100|N
FTAIN|FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares|Q|N|100|N
FTC|First Trust Large Cap Growth AlphaDEX Fund|G|N|100|Y
FTCI|FTC Solar, Inc. - Common Stock|S|N|100|N
FTCS|First Trust Capital Strength ETF|G|N|100|Y
FTDR|Frontdoor, Inc. - Common Stock|Q|N|100|N
FTDS|First Trust Dividend Strength ETF|G|N|100|Y
FTEK|Fuel Tech, Inc. - Common Stock|S|N|100|N
FTEL|Fitell Corporation - Ordinary Shares|S|D|100|N
FTFT|Future FinTech Group Inc. - Common Stock|S|N|100|N
FTGC|First Trust Global Tactical Commodity Strategy Fund|G|N|100|Y
FTGS|First Trust Growth Strength ETF|G|N|100|Y
FTHI|First Trust BuyWrite Income ETF|G|N|100|Y
FTHM|Fathom Holdings Inc. - Common Stock|S|N|100|N
FTLF|FitLife Brands, Inc. - Common Stock|S|N|100|N
FTNT|Fortinet, Inc. - Common Stock|Q|N|100|N
FTQI|First Trust Nasdaq BuyWrite Income ETF|G|N|100|Y
FTRE|Fortrea Holdings Inc. - Common Stock|Q|N|100|N
FTRI|First Trust Indxx Global Natural Resources Income ETF|G|N|100|Y
FTRK|FAST TRACK GROUP - Ordinary shares|S|N|100|N
FTSL|First Trust Senior Loan Fund|G|N|100|Y
FTSM|First Trust Enhanced Short Maturity ETF|G|N|100|Y
FTXG|First Trust Nasdaq Food & Beverage ETF|G|N|100|Y
FTXH|First Trust Nasdaq Pharmaceuticals ETF|G|N|100|Y
FTXL|First Trust Nasdaq Semiconductor ETF|G|N|100|Y
FTXN|First Trust Nasdaq Oil & Gas ETF|G|N|100|Y
FTXO|First Trust Nasdaq Bank ETF|G|N|100|Y
FTXR|First Trust Nasdaq Transportation ETF|G|N|100|Y
FUFU|BitFuFu Inc. - Class A Ordinary Shares|S|N|100|N
FUFUW|BitFuFu Inc. - Warrant|S|N|100|N
FULC|Fulcrum Therapeutics, Inc. - Common Stock|G|N|100|N
FULT|Fulton Financial Corporation - Common Stock|Q|N|100|N
FULTP|Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|100|N
FUNC|First United Corporation - Common Stock|Q|N|100|N
FUND|Sprott Focus Trust, Inc. - Closed End Fund|Q|N|100|N
FUSB|First US Bancshares, Inc. - Common Stock|S|N|100|N
FUTU|Futu Holdings Limited - American Depositary Shares|G|N|100|N
FV|First Trust Dorsey Wright Focus 5 ETF|G|N|100|Y
FVC|First Trust Dorsey Wright Dynamic Focus 5 ETF|G|N|100|Y
FVCB|FVCBankcorp, Inc. - Common Stock|S|N|100|N
FVN|Future Vision II Acquisition Corporation - Ordinary Shares|S|N|100|N
FVNNR|Future Vision II Acquisition Corporation - Right|S|N|100|N
